=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.03.14 19:33:41 =~=~=~=~=~=~=~=~=~=~=~=
61.59,508
561.70,508
561.79,508
561.90,508
562.00,508
562.09,508
562.20,508
562.29,508
562.08
561.40,508
561.50,508
561.59,508
561.70,508
561.79,508
561.90,508
562.00,508
562.09,508
562.20,508
562.29,508
562.Time [s], liquid_level_reading
0.00,508
0.00,508
0.00,508
0.00,509
0.06,508
0.14,508
0.22,508
0.31,508
0.39,508
0.47,508
0.56,508
0.64,508
0.72,508
0.81,508
0.89,508
0.97,508
1.06,508
1.14,508
1.22,509
1.31,508
1.39,508
1.47,508
1.56,508
1.64,508
1.73,508
1.81,508
1.89,508
1.98,507
2.06,508
2.14,508
2.23,508
2.31,508
2.39,508
2.48,508
2.56,508
2.64,508
2.72,508
2.81,508
2.89,508
2.97,508
3.06,508
3.14,508
3.23,508
3.31,508
3.39,508
3.48,508
3.56,508
3.64,508
3.73,508
3.81,508
3.89,508
3.98,509
4.06,508
4.14,508
4.23,508
4.31,509
4.39,509
4.48,508
4.56,508
4.64,508
4.73,508
4.81,508
4.89,508
4.98,508
5.06,508
5.14,507
5.23,508
5.31,508
5.39,508
5.48,508
5.56,508
5.64,508
5.73,508
5.81,508
5.89,508
5.98,508
6.06,508
6.14,508
6.23,508
6.31,508
6.39,508
6.48,508
6.56,508
6.64,508
6.73,508
6.81,508
6.89,509
6.98,508
7.06,508
7.14,508
7.23,509
7.31,509
7.39,508
7.48,512
7.56,517
7.64,529
7.73,532
7.81,540
7.89,551
7.98,555
8.06,555
8.14,557
8.23,559
8.31,564
8.39,567
8.48,577
8.56,585
8.64,591
8.73,595
8.81,597
8.89,601
8.98,604
9.06,605
9.14,608
9.23,610
9.31,615
9.39,616
9.48,619
9.56,631
9.64,634
9.73,640
9.81,644
9.89,647
9.98,655
10.06,658
10.15,665
10.24,667
10.34,670
10.43,672
10.52,675
10.61,685
10.70,695
10.79,697
10.89,699
10.98,701
11.07,706
11.16,737
11.25,737
11.34,735
11.44,735
11.53,738
11.62,736
11.71,738
11.80,738
11.89,738
11.98,740
12.08,741
12.17,742
12.26,744
12.35,757
12.44,762
12.53,763
12.63,770
12.72,755
12.81,760
12.90,765
12.99,775
13.09,773
13.18,774
13.27,773
13.36,768
13.45,776
13.54,770
13.64,775
13.73,771
13.82,772
13.91,772
14.00,773
14.09,773
14.19,775
14.28,774
14.37,777
14.46,779
14.55,778
14.64,778
14.74,776
14.83,775
14.92,774
15.01,773
15.10,773
15.19,773
15.29,773
15.38,773
15.47,775
15.56,774
15.65,774
15.74,774
15.84,774
15.93,774
16.02,774
16.11,774
16.20,775
16.29,776
16.39,776
16.48,776
16.57,777
16.66,776
16.75,777
16.84,777
16.93,777
17.03,778
17.12,777
17.21,777
17.30,777
17.39,777
17.49,776
17.58,775
17.67,775
17.76,775
17.85,776
17.94,776
18.04,776
18.13,776
18.22,776
18.31,776
18.40,776
18.50,776
18.59,777
18.68,777
18.77,777
18.86,776
18.95,776
19.04,777
19.14,776
19.23,776
19.32,774
19.41,774
19.50,774
19.59,776
19.69,776
19.78,776
19.87,776
19.96,777
20.05,778
20.14,777
20.24,777
20.33,777
20.42,777
20.51,777
20.60,776
20.69,776
20.79,777
20.88,777
20.97,776
21.06,776
21.15,775
21.25,776
21.34,776
21.43,775
21.52,776
21.61,776
21.70,778
21.79,777
21.89,777
21.98,778
22.07,778
22.16,777
22.25,777
22.34,777
22.44,777
22.53,777
22.62,778
22.71,777
22.80,778
22.89,777
22.99,778
23.08,777
23.17,779
23.26,777
23.35,777
23.44,776
23.54,776
23.63,776
23.72,777
23.81,776
23.90,777
24.00,776
24.09,777
24.18,776
24.27,776
24.36,776
24.45,776
24.55,776
24.64,775
24.73,776
24.82,776
24.91,776
25.00,776
25.10,776
25.19,777
25.28,777
25.37,777
25.46,777
25.55,778
25.65,777
25.74,778
25.83,777
25.92,777
26.01,777
26.10,777
26.20,777
26.29,777
26.38,777
26.47,777
26.56,777
26.65,777
26.75,777
26.84,778
26.93,777
27.02,777
27.11,777
27.20,777
27.30,777
27.39,777
27.48,777
27.57,776
27.66,777
27.75,776
27.85,776
27.94,775
28.03,775
28.12,776
28.21,776
28.30,776
28.40,776
28.49,775
28.58,775
28.67,775
28.76,775
28.85,774
28.95,774
29.04,775
29.13,773
29.22,773
29.31,772
29.40,772
29.50,774
29.59,773
29.68,773
29.77,773
29.86,773
29.96,773
30.05,774
30.14,774
30.23,774
30.32,775
30.41,775
30.50,775
30.60,775
30.69,775
30.78,775
30.87,774
30.96,775
31.05,775
31.15,775
31.24,775
31.33,775
31.42,774
31.51,772
31.60,774
31.70,774
31.79,774
31.88,775
31.97,775
32.06,776
32.15,775
32.25,775
32.34,775
32.43,775
32.52,775
32.61,775
32.71,773
32.80,771
32.89,771
32.98,772
33.07,771
33.16,771
33.26,771
33.35,770
33.44,770
33.53,768
33.62,768
33.71,768
33.81,768
33.90,768
33.99,768
34.08,768
34.17,768
34.27,769
34.36,769
34.45,768
34.54,769
34.63,769
34.72,769
34.81,769
34.91,769
35.00,770
35.09,769
35.18,769
35.27,770
35.36,770
35.46,770
35.55,770
35.64,770
35.73,769
35.82,770
35.91,769
36.01,769
36.10,769
36.19,770
36.28,769
36.37,769
36.47,769
36.56,770
36.65,771
36.74,771
36.83,772
36.92,773
37.02,772
37.11,773
37.20,772
37.29,773
37.38,772
37.47,773
37.56,773
37.66,773
37.75,772
37.84,772
37.93,773
38.02,773
38.12,773
38.21,772
38.30,772
38.39,773
38.48,773
38.57,772
38.67,772
38.76,771
38.85,770
38.94,770
39.03,771
39.12,769
39.22,768
39.31,764
39.40,763
39.49,763
39.58,763
39.67,761
39.77,761
39.86,760
39.95,759
40.04,758
40.13,759
40.22,758
40.31,758
40.41,758
40.50,759
40.59,759
40.68,759
40.77,759
40.87,760
40.96,760
41.05,760
41.14,759
41.23,757
41.32,756
41.42,755
41.51,756
41.60,755
41.69,756
41.78,755
41.87,755
41.97,755
42.06,755
42.15,755
42.24,755
42.33,755
42.42,755
42.52,755
42.61,755
42.70,755
42.79,755
42.88,754
42.97,754
43.07,754
43.16,754
43.25,754
43.34,753
43.43,754
43.53,754
43.62,754
43.71,754
43.80,754
43.89,754
43.98,754
44.08,754
44.17,754
44.26,754
44.35,754
44.44,753
44.53,753
44.62,752
44.72,752
44.81,751
44.90,747
44.99,747
45.08,748
45.18,748
45.27,748
45.36,748
45.45,747
45.54,746
45.63,746
45.72,746
45.82,745
45.91,743
46.00,743
46.09,743
46.18,743
46.28,743
46.37,743
46.46,741
46.55,742
46.64,743
46.73,742
46.83,741
46.92,741
47.01,740
47.10,740
47.19,741
47.28,742
47.38,741
47.47,742
47.56,742
47.65,743
47.74,742
47.83,742
47.93,742
48.02,741
48.11,741
48.20,741
48.29,740
48.38,741
48.48,740
48.57,740
48.66,740
48.75,740
48.84,740
48.93,740
49.03,740
49.12,740
49.21,740
49.30,740
49.39,741
49.48,741
49.58,741
49.67,741
49.76,740
49.85,740
49.94,740
50.03,740
50.13,740
50.22,740
50.31,740
50.40,741
50.49,740
50.58,740
50.68,740
50.77,741
50.86,740
50.95,740
51.04,741
51.13,740
51.23,740
51.32,740
51.41,740
51.50,740
51.59,740
51.69,740
51.78,740
51.87,740
51.96,740
52.05,740
52.14,740
52.24,740
52.33,740
52.42,740
52.51,740
52.60,741
52.69,740
52.79,740
52.88,740
52.97,740
53.06,741
53.15,740
53.24,740
53.34,740
53.43,740
53.52,740
53.61,741
53.70,740
53.79,741
53.88,740
53.98,740
54.07,740
54.16,740
54.25,740
54.34,740
54.44,740
54.53,741
54.62,740
54.71,740
54.80,740
54.89,740
54.99,741
55.08,740
55.17,740
55.26,740
55.35,740
55.44,740
55.54,740
55.63,740
55.72,740
55.81,740
55.90,740
55.99,740
56.09,740
56.18,741
56.27,740
56.36,741
56.45,740
56.54,741
56.64,740
56.73,740
56.82,740
56.91,740
57.00,740
57.09,740
57.19,740
57.28,740
57.37,741
57.46,740
57.55,740
57.64,740
57.74,740
57.83,740
57.92,740
58.01,741
58.10,740
58.19,739
58.29,739
58.38,740
58.47,740
58.56,739
58.65,740
58.74,740
58.84,739
58.93,739
59.02,739
59.11,739
59.20,739
59.29,739
59.39,739
59.48,739
59.57,739
59.66,739
59.75,739
59.84,739
59.94,739
60.03,739
60.12,739
60.21,739
60.30,739
60.40,739
60.49,738
60.58,738
60.67,738
60.76,739
60.85,739
60.95,739
61.04,739
61.13,740
61.22,738
61.31,739
61.40,739
61.50,739
61.59,738
61.68,738
61.77,738
61.86,739
61.95,738
62.04,738
62.14,739
62.23,739
62.32,739
62.41,739
62.50,739
62.60,739
62.69,739
62.78,740
62.87,739
62.96,739
63.05,740
63.15,739
63.24,740
63.33,739
63.42,739
63.51,739
63.60,738
63.70,739
63.79,739
63.88,738
63.97,739
64.06,739
64.15,738
64.25,738
64.34,739
64.43,738
64.52,738
64.61,738
64.70,738
64.79,738
64.89,738
64.98,739
65.07,738
65.16,738
65.25,738
65.34,738
65.44,738
65.53,738
65.62,737
65.71,738
65.80,738
65.90,738
65.99,739
66.08,738
66.17,738
66.26,738
66.35,738
66.45,738
66.54,738
66.63,738
66.72,739
66.81,739
66.90,738
67.00,739
67.09,738
67.18,739
67.27,738
67.36,739
67.45,739
67.55,738
67.64,738
67.73,738
67.82,738
67.91,738
68.00,738
68.10,739
68.19,739
68.28,739
68.37,739
68.46,738
68.55,738
68.65,738
68.74,738
68.83,738
68.92,738
69.01,738
69.10,738
69.20,738
69.29,738
69.38,738
69.47,738
69.56,738
69.65,739
69.75,738
69.84,738
69.93,738
70.02,738
70.11,738
70.20,738
70.30,738
70.39,738
70.48,738
70.57,738
70.66,738
70.75,737
70.85,738
70.94,738
71.03,737
71.12,738
71.21,738
71.30,738
71.40,738
71.49,738
71.58,738
71.67,737
71.76,738
71.86,738
71.95,738
72.04,738
72.13,738
72.22,738
72.31,737
72.41,737
72.50,737
72.59,737
72.68,737
72.77,737
72.86,737
72.95,737
73.05,737
73.14,738
73.23,737
73.32,736
73.41,738
73.50,721
73.60,721
73.69,721
73.78,722
73.87,721
73.96,722
74.05,722
74.15,722
74.24,723
74.33,723
74.42,723
74.51,721
74.61,721
74.70,721
74.79,722
74.88,721
74.97,721
75.06,721
75.16,721
75.25,721
75.34,720
75.43,722
75.52,721
75.61,721
75.71,721
75.80,720
75.89,720
75.98,719
76.07,719
76.16,719
76.26,719
76.35,719
76.44,721
76.53,719
76.62,718
76.71,719
76.81,719
76.90,721
76.99,719
77.08,720
77.17,720
77.26,718
77.36,717
77.45,717
77.54,717
77.63,718
77.72,717
77.81,717
77.91,717
78.00,715
78.09,717
78.18,718
78.27,717
78.36,717
78.46,720
78.55,722
78.64,722
78.73,722
78.82,722
78.91,722
79.01,716
79.10,716
79.19,715
79.28,715
79.37,715
